subject_id,review,review2,review3,review4,column_name,month1,month2,month3,month4,date,URL_front,URL_back,Comments
58754837,2,1,NA,NA,end_date_day,7,8,NA,NA,7,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Iron_Stager_GROW_041.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Iron_Stager_GROW_042.jpg,
58754837,1,1,1,NA,end_date_year,Same as Begin Date (Year),1963,1961,NA,1961,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Iron_Stager_GROW_041.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Iron_Stager_GROW_042.jpg,
58754841,2,1,1,NA,end_date_month,Same as Begin Date (Month),December,April,NA,April,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Iron_Stanley_GROW_035.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Iron_Stanley_GROW_036.jpg,
58754841,2,1,1,NA,end_date_day,24,Same as Begin Date (Day),20,NA,24,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Iron_Stanley_GROW_035.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Iron_Stanley_GROW_036.jpg,
58754872,1,2,1,NA,end_date_year,1951,1961,Same as Begin Date (Year),NA,1961,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Isabella_Halls_GROW_077.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Isabella_Halls_GROW_078.jpg,
58754883,2,1,NA,NA,end_date_day,22,20,NA,NA,22,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Isabella_Littlefield_GROW_077.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Isabella_Littlefield_GROW_078.jpg,
58754888,1,1,NA,NA,begin_date_year,1991,1992,NA,NA,1991,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Isabella_Stevenson_GROW_009.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Isabella_Stevenson_GROW_010.jpg,*Year is cutoff but recording date on back page indicates it is 1991
58754898,2,1,NA,NA,begin_date_month,July,August,NA,NA,July,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Jackson_Center_GROW_035.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Jackson_Center_GROW_036.jpg,
58754898,2,1,NA,NA,begin_date_day,31,1,NA,NA,31,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Jackson_Center_GROW_035.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Jackson_Center_GROW_036.jpg,
58754902,2,1,1,NA,end_date_month,May,June,Same as Begin Date (Month),NA,June,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Jackson_Clark_GROW_017.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Jackson_Clark_GROW_018.jpg,
58754910,2,2,NA,NA,begin_date_month,May,June,NA,NA,May,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Jackson_Crispell_GROW_024.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Jackson_Crispell_GROW_025.jpg,
58754910,2,1,1,NA,begin_date_day,24,6,22,NA,24,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Jackson_Crispell_GROW_024.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Jackson_Crispell_GROW_025.jpg,
58754911,1,1,NA,NA,end_date_day,1,6,NA,NA,6,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Jackson_Crispell_GROW_129.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Jackson_Crispell_GROW_130.jpg,
58754911,1,1,NA,NA,end_date_year,1989,1988,NA,NA,1988,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Jackson_Crispell_GROW_129.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Jackson_Crispell_GROW_130.jpg,
58754914,2,1,1,NA,end_date_month,May,Same as Begin Date (Month),November,NA,May,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Jackson_Farwell_GROW_013.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Jackson_Farwell_GROW_014.jpg,
58754928,1,2,NA,NA,end_date_year,1966,1965,NA,NA,1965,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Jackson_Lime_GROW_082.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Jackson_Lime_GROW_083.jpg,
58754945,1,2,NA,NA,end_date_month,November,May,NA,NA,May,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Jackson_Swains_GROW_056.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Jackson_Swains_GROW_057.jpg,
58754945,1,2,NA,NA,end_date_day,8,18,NA,NA,18,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Jackson_Swains_GROW_056.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Jackson_Swains_GROW_057.jpg,
58754960,1,1,2,NA,end_date_day,27,1,24,NA,1,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kalamazoo_Austin_GROW_049.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kalamazoo_Austin_GROW_050.jpg,
58754965,1,1,NA,NA,begin_date_day,1,2,NA,NA,1,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kalamazoo_Barton_GROW_011.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kalamazoo_Barton_GROW_012.jpg,
58754965,1,1,NA,NA,begin_date_year,1991,1915,NA,NA,1991,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kalamazoo_Barton_GROW_011.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kalamazoo_Barton_GROW_012.jpg,
58754965,1,1,NA,NA,end_date_month,October,February,NA,NA,October,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kalamazoo_Barton_GROW_011.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kalamazoo_Barton_GROW_012.jpg,
58754965,1,1,NA,NA,end_date_day,15,17,NA,NA,15,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kalamazoo_Barton_GROW_011.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kalamazoo_Barton_GROW_012.jpg,
58754965,1,1,NA,NA,end_date_year,1991,1992,NA,NA,1991,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kalamazoo_Barton_GROW_011.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kalamazoo_Barton_GROW_012.jpg,
58754968,2,1,1,NA,end_date_month,May,Same as Begin Date (Month),November,NA,May,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kalamazoo_Eagle2S_9W_S2_GROW_034.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kalamazoo_Eagle2S_9W_S2_GROW_035.jpg,
58754968,2,1,1,NA,end_date_year,1960,Same as Begin Date (Year),1961,NA,1960,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kalamazoo_Eagle2S_9W_S2_GROW_034.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kalamazoo_Eagle2S_9W_S2_GROW_035.jpg,
58754969,1,1,NA,NA,end_date_day,16,4,NA,NA,16,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kalamazoo_Howard4S_11W_S33_GROW_006.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kalamazoo_Howard4S_11W_S33_GROW_007.jpg,
58754970,2,1,1,NA,begin_date_day,19,16,26,NA,19,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kalamazoo_Howard4S_11W_S33_GROW_010.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kalamazoo_Howard4S_11W_S33_GROW_011.jpg,
58754973,2,2,NA,NA,begin_date_year,1992,1991,NA,NA,1991,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kalamazoo_Long_GROW_023.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kalamazoo_Long_GROW_024.jpg,*Year crossed and fixed to 1991. Recorded date on back page supports that figure.
58754973,1,2,1,NA,end_date_year,1992,Same as Begin Date (Year),1991,NA,1991,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kalamazoo_Long_GROW_023.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kalamazoo_Long_GROW_024.jpg,*Year crossed and fixed to 1991. Recorded date on back page supports that figure.
58754979,2,1,NA,NA,end_date_year,1961,1956,NA,NA,1961,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kalamazoo_Long_GROW_041.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kalamazoo_Long_GROW_042.jpg,
58754996,2,1,1,NA,end_date_year,Same as Begin Date (Year),1960,1860,NA,1960,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kalamazoo_West_GROW_042.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kalamazoo_West_GROW_043.jpg,
58755001,2,2,NA,NA,begin_date_month,August,April,NA,NA,August,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kalkaska_BlueBig_GROW_095.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kalkaska_BlueBig_GROW_096.jpg,
58755001,2,2,NA,NA,begin_date_day,17,5,NA,NA,17,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kalkaska_BlueBig_GROW_095.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kalkaska_BlueBig_GROW_096.jpg,
58755001,2,2,NA,NA,begin_date_year,1981,1982,NA,NA,1981,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kalkaska_BlueBig_GROW_095.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kalkaska_BlueBig_GROW_096.jpg,
58755012,1,1,2,NA,end_date_year,Same as Begin Date (Year),1982,1981,NA,1981,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kalkaska_Manistee_GROW_037.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kalkaska_Manistee_GROW_038.jpg,
58755013,1,2,NA,NA,begin_date_year,1883,1983,NA,NA,1983,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kalkaska_Manistee_GROW_029.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kalkaska_Manistee_GROW_030.jpg,
58755053,2,1,NA,NA,begin_date_month,September,June,NA,NA,September,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kent_Campau_GROW_040.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kent_Campau_GROW_041.jpg,
58755053,2,1,NA,NA,begin_date_day,6,9,NA,NA,6,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kent_Campau_GROW_040.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kent_Campau_GROW_041.jpg,
58755070,1,1,1,NA,end_date_year,1975,1976,Same as Begin Date (Year),NA,1975,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kent_Dean_GROW_019.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kent_Dean_GROW_020.jpg,
58755077,2,1,NA,NA,begin_date_year,1975,1876,NA,NA,1975,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kent_GrandvilleGravelPit_GROW_002.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kent_GrandvilleGravelPit_GROW_003.jpg,
58755137,2,1,1,NA,end_date_year,Same as Begin Date (Year),1975,1974,NA,1974,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kent_Reeds_GROW_023.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kent_Reeds_GROW_024.jpg,
58755145,1,1,NA,NA,end_date_month,July,March,NA,NA,July,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kent_Scram_GROW_013.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kent_Scram_GROW_014.jpg,
58755145,1,1,NA,NA,end_date_day,22,10,NA,NA,22,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kent_Scram_GROW_013.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kent_Scram_GROW_014.jpg,
58755145,1,1,NA,NA,end_date_year,1971,1975,NA,NA,1971,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kent_Scram_GROW_013.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kent_Scram_GROW_014.jpg,
58755146,1,1,1,NA,end_date_month,August,February,January,NA,January,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kent_Scram_GROW_059.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kent_Scram_GROW_060.jpg,
58755146,1,1,1,NA,end_date_day,28,1,2,NA,2,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kent_Scram_GROW_059.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kent_Scram_GROW_060.jpg,
58755146,1,2,NA,NA,end_date_year,1983,1984,NA,NA,1984,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kent_Scram_GROW_059.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kent_Scram_GROW_060.jpg,
58755156,1,2,NA,NA,begin_date_year,1885,1985,NA,NA,1985,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Keweenaw_Bailey_GROW_053.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Keweenaw_Bailey_GROW_054.jpg,
58755169,1,1,NA,NA,begin_date_year,1982,1983,NA,NA,1982,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Keweenaw_Medora_GROW_034.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Keweenaw_Medora_GROW_035.jpg,
58755176,2,1,1,NA,begin_date_month,June,January,October,NA,June,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Lake_BassBig_GROW_053.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Lake_BassBig_GROW_054.jpg,
58755176,1,1,NA,NA,begin_date_day,10,1,NA,NA,NA,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Lake_BassBig_GROW_053.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Lake_BassBig_GROW_054.jpg,*Day missing from the date
58755176,2,2,NA,NA,begin_date_year,1982,1983,NA,NA,1982,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Lake_BassBig_GROW_053.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Lake_BassBig_GROW_054.jpg,
58755209,2,1,NA,NA,end_date_day,2,1,NA,NA,2,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Lapeer_Algoe_FISHc_021.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Lapeer_Algoe_FISHc_022.jpg,
58755215,1,1,2,NA,end_date_month,June,Same as Begin Date (Month),September,NA,September,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Lapeer_Long8N_10E_S18_FISHc_078.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Lapeer_Long8N_10E_S18_FISHc_079.jpg,
58755218,2,1,1,NA,end_date_month,September,Same as Begin Date (Month),December,NA,September,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Lapeer_MinnewannaLake_FISHc_021.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Lapeer_MinnewannaLake_FISHc_022.jpg,
58755224,1,1,2,NA,end_date_month,Same as Begin Date (Month),December,May,NA,May,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Lapeer_NepessingLake_FISHc_038.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Lapeer_NepessingLake_FISHc_039.jpg,
58755234,2,2,NA,NA,begin_date_month,May,August,NA,NA,May,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Lapeer_Otter_FISHc_011.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Lapeer_Otter_FISHc_012.jpg,
58755234,2,2,NA,NA,begin_date_day,8,16,NA,NA,8,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Lapeer_Otter_FISHc_011.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Lapeer_Otter_FISHc_012.jpg,
58755243,2,1,1,NA,begin_date_month,August,February,March,NA,August,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Ottawa_Crockery_70-164_1975_GROW_001_01.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Ottawa_Crockery_70-164_1975_GROW_001_02.jpg,
58755245,1,2,NA,NA,begin_date_year,1893,1993,NA,NA,1993,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Roscommon_Houghton_GROW_20191211121950490_0001.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Roscommon_Houghton_GROW_20191211121950490_0002.jpeg,
58755245,1,1,2,NA,end_date_year,1893,Same as Begin Date (Year),1993,NA,1993,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Roscommon_Houghton_GROW_20191211121950490_0001.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Roscommon_Houghton_GROW_20191211121950490_0002.jpeg,
58755246,1,2,1,NA,end_date_month,June,Same as Begin Date (Month),January,NA,June,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Roscommon_Houghton_GROW_20191211122004465_0001.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Roscommon_Houghton_GROW_20191211122004465_0002.jpeg,
58755246,1,2,1,NA,end_date_year,1993,Same as Begin Date (Year),1994,NA,1993,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Roscommon_Houghton_GROW_20191211122004465_0001.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Roscommon_Houghton_GROW_20191211122004465_0002.jpeg,
58755248,1,2,1,NA,end_date_year,1984,1983,1883,NA,1983,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Roscommon_Houghton_GROW_20191211123439626_0003.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Roscommon_Houghton_GROW_20191211123439626_0004.jpeg,
58755277,1,2,NA,NA,begin_date_year,1980,1960,NA,NA,1980,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Washtenaw_Cavanaugh_GROW_20200218114608565_0007.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Washtenaw_Cavanaugh_GROW_20200218114608565_0008.jpeg,
58755277,2,1,1,NA,end_date_year,Same as Begin Date (Year),1960,1980,NA,1980,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Washtenaw_Cavanaugh_GROW_20200218114608565_0007.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Washtenaw_Cavanaugh_GROW_20200218114608565_0008.jpeg,
58755291,2,2,NA,NA,begin_date_month,February,August,NA,NA,August,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Washtenaw_Geddes_GROW_20200224114400057_0025.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Washtenaw_Geddes_GROW_20200224114400057_0026.jpeg,
58755297,1,1,2,NA,begin_date_day,10,13,12,NA,12,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Washtenaw_Horseshoe_GROW_20200224134848447_0013.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Washtenaw_Horseshoe_GROW_20200224134848447_0014.jpeg,
58755311,2,1,1,NA,begin_date_day,13,11,7,NA,13,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Washtenaw_Joslin_GROW_20200225125514132_0057.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Washtenaw_Joslin_GROW_20200225125514132_0058.jpeg,
58755311,2,1,NA,NA,end_date_month,June,May,NA,NA,June,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Washtenaw_Joslin_GROW_20200225125514132_0057.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Washtenaw_Joslin_GROW_20200225125514132_0058.jpeg,
58755311,2,1,NA,NA,end_date_day,7,13,NA,NA,7,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Washtenaw_Joslin_GROW_20200225125514132_0057.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Washtenaw_Joslin_GROW_20200225125514132_0058.jpeg,
59073197,2,1,1,NA,end_date_day,18,8,16,NA,16,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Cheboygan_Long_GROW_019.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Cheboygan_Long_GROW_020.jpg,*Day of the date is cutoff
59073215,2,1,NA,NA,end_date_day,24,21,NA,NA,24,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Cheboygan_Mullett_GROW_270.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Cheboygan_Mullett_GROW_271.jpg,
59152200,1,2,NA,NA,end_date_month,April,June,NA,NA,June,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Cheboygan_Douglas_GROW_079.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Cheboygan_Douglas_GROW_080.jpg,
59152220,1,1,1,NA,begin_date_month,October,March,January,NA,January,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Cheboygan_Mullett_GROW_127.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Cheboygan_Mullett_GROW_128.jpg,
59152220,1,1,1,NA,begin_date_day,3,10,5,NA,5,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Cheboygan_Mullett_GROW_127.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Cheboygan_Mullett_GROW_128.jpg,
59152228,2,1,NA,NA,end_date_day,24,21,NA,NA,24,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Cheboygan_Mullett_GROW_270.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Cheboygan_Mullett_GROW_271.jpg,
59687824,1,2,NA,NA,begin_date_month,February,July,NA,NA,July,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/b_first/Otsego_Round_GROW_008.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/b_first/Otsego_Round_GROW_007.jpeg,
59687824,1,2,NA,NA,begin_date_day,8,30,NA,NA,30,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/b_first/Otsego_Round_GROW_008.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/b_first/Otsego_Round_GROW_007.jpeg,
59687824,1,2,NA,NA,begin_date_year,1973,1971,NA,NA,1971,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/b_first/Otsego_Round_GROW_008.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/b_first/Otsego_Round_GROW_007.jpeg,
59687838,1,2,NA,NA,end_date_day,20,29,NA,NA,29,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/b_first/Otsego_Otsego_GROW_068.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/b_first/Otsego_Otsego_GROW_067.jpeg,
