subject_id,URL 4,URL 8,task,Full Task,data.aligned_text,data.number_views,data.consensus_score,data.consensus_text,data.gold_standard,data.user_ids
59963340,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Manistee_Portage_GROW_020.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Manistee_Portage_GROW_021.jpg,T4,First row Mean Length [Text],"[['18.4', '18.4', '18.4']]",3.0,3.0,18.4,"[False, False, False]","[2404094, 1484814, 1691537]"
59963340,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Manistee_Portage_GROW_020.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Manistee_Portage_GROW_021.jpg,T8,Second row Number of Fish [Text],"[['2', '2', '2']]",3.0,3.0,2,"[False, False, False]","[2404094, 1484814, 1691537]"
59963340,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Manistee_Portage_GROW_020.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Manistee_Portage_GROW_021.jpg,T9,Second row Length Range [Text],"[['25.9', '25.9-27.3', '25.9-27.3']]",3.0,2.0,25.9-27.3,"[False, False, False]","[2404094, 1484814, 1691537]"
59963340,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Manistee_Portage_GROW_020.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Manistee_Portage_GROW_021.jpg,T10,Second row Mean Length [Text],"[['27.3', '26.6', '26.6']]",3.0,2.0,26.6,"[False, False, False]","[2404094, 1484814, 1691537]"
59963340,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Manistee_Portage_GROW_020.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Manistee_Portage_GROW_021.jpg,T14,Third row Number of Fish [Text],,,,,,
59963340,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Manistee_Portage_GROW_020.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Manistee_Portage_GROW_021.jpg,T15,Third row Length Range [Text],,,,,,
59963340,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Manistee_Portage_GROW_020.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Manistee_Portage_GROW_021.jpg,T16,Third row Mean Length [Text],,,,,,
59963340,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Manistee_Portage_GROW_020.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Manistee_Portage_GROW_021.jpg,T20,Fourth row Number of Fish [Text],,,,,,
59963340,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Manistee_Portage_GROW_020.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Manistee_Portage_GROW_021.jpg,T21,Fourth row Length Range [Text],,,,,,
59963340,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Manistee_Portage_GROW_020.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Manistee_Portage_GROW_021.jpg,T22,Fourth row Mean Length [Text],,,,,,
59963340,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Manistee_Portage_GROW_020.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Manistee_Portage_GROW_021.jpg,T26,5th row Number of Fish [Text],,,,,,
59963340,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Manistee_Portage_GROW_020.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Manistee_Portage_GROW_021.jpg,T27,5th row Length Range [Text],,,,,,
59963340,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Manistee_Portage_GROW_020.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Manistee_Portage_GROW_021.jpg,T28,5th row Mean Length [Text],,,,,,
59963340,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Manistee_Portage_GROW_020.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Manistee_Portage_GROW_021.jpg,T32,6th row Number of Fish [Text],,,,,,
59963340,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Manistee_Portage_GROW_020.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Manistee_Portage_GROW_021.jpg,T33,6th row Length Range [Text],,,,,,
59963340,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Manistee_Portage_GROW_020.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Manistee_Portage_GROW_021.jpg,T34,6th row Mean Length [Text],,,,,,
59963340,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Manistee_Portage_GROW_020.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Manistee_Portage_GROW_021.jpg,T38,7th row Number of Fish [Text],,,,,,
59963340,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Manistee_Portage_GROW_020.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Manistee_Portage_GROW_021.jpg,T39,7th row Length Range [Text],,,,,,
59963340,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Manistee_Portage_GROW_020.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Manistee_Portage_GROW_021.jpg,T40,7th row Mean Length [Text],,,,,,
59963340,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Manistee_Portage_GROW_020.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Manistee_Portage_GROW_021.jpg,T44,8th row Number of Fish [Text],,,,,,
59963340,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Manistee_Portage_GROW_020.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Manistee_Portage_GROW_021.jpg,T45,8th row Length Range [Text],,,,,,
59963340,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Manistee_Portage_GROW_020.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Manistee_Portage_GROW_021.jpg,T46,8th row Mean Length [Text],,,,,,
59963340,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Manistee_Portage_GROW_020.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Manistee_Portage_GROW_021.jpg,T50,9th row Number of Fish [Text],,,,,,
59963340,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Manistee_Portage_GROW_020.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Manistee_Portage_GROW_021.jpg,T51,9th row Length Range [Text],,,,,,
59963340,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Manistee_Portage_GROW_020.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Manistee_Portage_GROW_021.jpg,T52,9th row Mean Length [Text],,,,,,
59963340,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Manistee_Portage_GROW_020.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Manistee_Portage_GROW_021.jpg,T56,10th row Number of Fish [Text],,,,,,
59963340,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Manistee_Portage_GROW_020.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Manistee_Portage_GROW_021.jpg,T57,10th row Length Range [Text],,,,,,
59963340,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Manistee_Portage_GROW_020.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Manistee_Portage_GROW_021.jpg,T58,10th row Mean Length [Text],,,,,,
59963340,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Manistee_Portage_GROW_020.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Manistee_Portage_GROW_021.jpg,T62,11th row Number of Fish [Text],,,,,,
59963340,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Manistee_Portage_GROW_020.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Manistee_Portage_GROW_021.jpg,T63,11th row Length Range [Text],,,,,,
59963340,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Manistee_Portage_GROW_020.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Manistee_Portage_GROW_021.jpg,T64,11th row Mean Length [Text],,,,,,
59963340,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Manistee_Portage_GROW_020.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Manistee_Portage_GROW_021.jpg,T68,12th row Number of Fish [Text],,,,,,
59963340,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Manistee_Portage_GROW_020.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Manistee_Portage_GROW_021.jpg,T69,12th row Length Range [Text],,,,,,
59963340,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Manistee_Portage_GROW_020.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Manistee_Portage_GROW_021.jpg,T70,12th row Mean Length [Text],,,,,,
59963340,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Manistee_Portage_GROW_020.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Manistee_Portage_GROW_021.jpg,T74,13th row Number of Fish [Text],,,,,,
59963340,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Manistee_Portage_GROW_020.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Manistee_Portage_GROW_021.jpg,T75,13th row Length Range [Text],,,,,,
59963340,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Manistee_Portage_GROW_020.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Manistee_Portage_GROW_021.jpg,T76,13th row Mean Length [Text],,,,,,
59963340,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Manistee_Portage_GROW_020.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Manistee_Portage_GROW_021.jpg,T80,14th row Number of Fish [Text],,,,,,
59963340,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Manistee_Portage_GROW_020.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Manistee_Portage_GROW_021.jpg,T81,14th row Length Range [Text],,,,,,
59963340,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Manistee_Portage_GROW_020.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Manistee_Portage_GROW_021.jpg,T82,14th row Mean Length [Text],,,,,,
59963340,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Manistee_Portage_GROW_020.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Manistee_Portage_GROW_021.jpg,T86,15th row Number of Fish [Text],,,,,,
59963340,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Manistee_Portage_GROW_020.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Manistee_Portage_GROW_021.jpg,T87,15th row Length Range [Text],,,,,,
59963340,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Manistee_Portage_GROW_020.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Manistee_Portage_GROW_021.jpg,T88,15th row Mean Length [Text],,,,,,
59963340,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Manistee_Portage_GROW_020.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Manistee_Portage_GROW_021.jpg,T92,16th row Number of Fish [Text],,,,,,
59963340,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Manistee_Portage_GROW_020.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Manistee_Portage_GROW_021.jpg,T93,16th row Length Range [Text],,,,,,
59963340,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Manistee_Portage_GROW_020.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Manistee_Portage_GROW_021.jpg,T94,16th row Mean Length [Text],,,,,,
59963340,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Manistee_Portage_GROW_020.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Manistee_Portage_GROW_021.jpg,T98,17th row Number of Fish [Text],,,,,,
59963340,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Manistee_Portage_GROW_020.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Manistee_Portage_GROW_021.jpg,T99,17th row Length Range [Text],,,,,,
59963340,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Manistee_Portage_GROW_020.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Manistee_Portage_GROW_021.jpg,T100,17th row Mean Length [Text],,,,,,
59963340,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Manistee_Portage_GROW_020.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Manistee_Portage_GROW_021.jpg,T104,18th row Number of Fish [Text],,,,,,
59963340,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Manistee_Portage_GROW_020.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Manistee_Portage_GROW_021.jpg,T105,18th row Length Range [Text],,,,,,
59963340,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Manistee_Portage_GROW_020.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Manistee_Portage_GROW_021.jpg,T106,18th row Mean Length [Text],,,,,,
59963340,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Manistee_Portage_GROW_020.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Manistee_Portage_GROW_021.jpg,T110,19th row Number of Fish [Text],,,,,,
59963340,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Manistee_Portage_GROW_020.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Manistee_Portage_GROW_021.jpg,T111,19th row Length Range [Text],,,,,,
59963340,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Manistee_Portage_GROW_020.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Manistee_Portage_GROW_021.jpg,T112,19th row Mean Length [Text],,,,,,
59963340,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Manistee_Portage_GROW_020.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Manistee_Portage_GROW_021.jpg,T116,20th row Number of Fish [Text],,,,,,
59963340,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Manistee_Portage_GROW_020.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Manistee_Portage_GROW_021.jpg,T117,20th row Length Range [Text],,,,,,
59963340,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Manistee_Portage_GROW_020.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Manistee_Portage_GROW_021.jpg,T118,20th row Mean Length [Text],,,,,,
59963340,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Manistee_Portage_GROW_020.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Manistee_Portage_GROW_021.jpg,T122,21st row Number of Fish [Text],,,,,,
59963340,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Manistee_Portage_GROW_020.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Manistee_Portage_GROW_021.jpg,T123,21st row Length Range [Text],,,,,,
59963340,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Manistee_Portage_GROW_020.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Manistee_Portage_GROW_021.jpg,T124,21st row Mean Length [Text],,,,,,
59963343,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Manistee_Portage_GROW_040.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Manistee_Portage_GROW_041.jpg,T2,First row Number of Fish [Text],"[['1', '1', '1']]",3.0,3.0,1,"[False, False, False]","[2017299, 2404094, 1484814]"
59963343,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Manistee_Portage_GROW_040.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Manistee_Portage_GROW_041.jpg,T3,First row Length Range [Text],"[['18.4', '18.4', '18.4']]",3.0,3.0,18.4,"[False, False, False]","[2017299, 2404094, 1484814]"
59963343,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Manistee_Portage_GROW_040.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Manistee_Portage_GROW_041.jpg,T4,First row Mean Length [Text],"[['18.4', '18.4', '18.4']]",3.0,3.0,18.4,"[False, False, False]","[2017299, 2404094, 1484814]"
59963343,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Manistee_Portage_GROW_040.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Manistee_Portage_GROW_041.jpg,T8,Second row Number of Fish [Text],"[['2', '2', '2']]",3.0,3.0,2,"[False, False, False]","[2017299, 2404094, 1484814]"
59963343,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Manistee_Portage_GROW_040.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Manistee_Portage_GROW_041.jpg,T9,Second row Length Range [Text],"[['25.9-27.3', '25.9-27.3', '25.9-27.3']]",3.0,3.0,25.9-27.3,"[False, False, False]","[2017299, 2404094, 1484814]"
59963343,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Manistee_Portage_GROW_040.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Manistee_Portage_GROW_041.jpg,T10,Second row Mean Length [Text],"[['26.6', '26.6', '26.6']]",3.0,3.0,26.6,"[False, False, False]","[2017299, 2404094, 1484814]"
59963343,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Manistee_Portage_GROW_040.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Manistee_Portage_GROW_041.jpg,T14,Third row Number of Fish [Text],,,,,,
59963343,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Manistee_Portage_GROW_040.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Manistee_Portage_GROW_041.jpg,T15,Third row Length Range [Text],,,,,,
59963343,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Manistee_Portage_GROW_040.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Manistee_Portage_GROW_041.jpg,T16,Third row Mean Length [Text],,,,,,
59963343,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Manistee_Portage_GROW_040.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Manistee_Portage_GROW_041.jpg,T20,Fourth row Number of Fish [Text],,,,,,
59963343,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Manistee_Portage_GROW_040.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Manistee_Portage_GROW_041.jpg,T21,Fourth row Length Range [Text],,,,,,
59963343,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Manistee_Portage_GROW_040.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Manistee_Portage_GROW_041.jpg,T22,Fourth row Mean Length [Text],,,,,,
59963343,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Manistee_Portage_GROW_040.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Manistee_Portage_GROW_041.jpg,T26,5th row Number of Fish [Text],,,,,,
59963343,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Manistee_Portage_GROW_040.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Manistee_Portage_GROW_041.jpg,T27,5th row Length Range [Text],,,,,,
59963343,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Manistee_Portage_GROW_040.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Manistee_Portage_GROW_041.jpg,T28,5th row Mean Length [Text],,,,,,
59963343,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Manistee_Portage_GROW_040.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Manistee_Portage_GROW_041.jpg,T32,6th row Number of Fish [Text],,,,,,
59963343,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Manistee_Portage_GROW_040.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Manistee_Portage_GROW_041.jpg,T33,6th row Length Range [Text],,,,,,
59963343,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Manistee_Portage_GROW_040.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Manistee_Portage_GROW_041.jpg,T34,6th row Mean Length [Text],,,,,,
59963343,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Manistee_Portage_GROW_040.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Manistee_Portage_GROW_041.jpg,T38,7th row Number of Fish [Text],,,,,,
59963343,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Manistee_Portage_GROW_040.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Manistee_Portage_GROW_041.jpg,T39,7th row Length Range [Text],,,,,,
59963343,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Manistee_Portage_GROW_040.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Manistee_Portage_GROW_041.jpg,T40,7th row Mean Length [Text],,,,,,
59963343,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Manistee_Portage_GROW_040.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Manistee_Portage_GROW_041.jpg,T44,8th row Number of Fish [Text],,,,,,
59963343,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Manistee_Portage_GROW_040.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Manistee_Portage_GROW_041.jpg,T45,8th row Length Range [Text],,,,,,
59963343,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Manistee_Portage_GROW_040.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Manistee_Portage_GROW_041.jpg,T46,8th row Mean Length [Text],,,,,,
59963343,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Manistee_Portage_GROW_040.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Manistee_Portage_GROW_041.jpg,T50,9th row Number of Fish [Text],,,,,,
59963343,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Manistee_Portage_GROW_040.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Manistee_Portage_GROW_041.jpg,T51,9th row Length Range [Text],,,,,,
59963343,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Manistee_Portage_GROW_040.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Manistee_Portage_GROW_041.jpg,T52,9th row Mean Length [Text],,,,,,
59963343,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Manistee_Portage_GROW_040.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Manistee_Portage_GROW_041.jpg,T56,10th row Number of Fish [Text],,,,,,
59963343,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Manistee_Portage_GROW_040.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Manistee_Portage_GROW_041.jpg,T57,10th row Length Range [Text],,,,,,
59963343,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Manistee_Portage_GROW_040.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Manistee_Portage_GROW_041.jpg,T58,10th row Mean Length [Text],,,,,,
59963343,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Manistee_Portage_GROW_040.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Manistee_Portage_GROW_041.jpg,T62,11th row Number of Fish [Text],,,,,,
59963343,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Manistee_Portage_GROW_040.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Manistee_Portage_GROW_041.jpg,T63,11th row Length Range [Text],,,,,,
59963343,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Manistee_Portage_GROW_040.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Manistee_Portage_GROW_041.jpg,T64,11th row Mean Length [Text],,,,,,
59963343,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Manistee_Portage_GROW_040.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Manistee_Portage_GROW_041.jpg,T68,12th row Number of Fish [Text],,,,,,
59963343,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Manistee_Portage_GROW_040.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Manistee_Portage_GROW_041.jpg,T69,12th row Length Range [Text],,,,,,
