subject_id,URL 4,URL 8,task,Full Task Text,data.value
59963245,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Luce_Ward_FISHs_028.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Luce_Ward_FISHs_029.jpg,T7,Second row age group [Dropdown],[{'III / 3': 3}]
59963305,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Mackinac_McAlpinePond_GROW_009.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Mackinac_McAlpinePond_GROW_010.jpg,T1,First row age group [Dropdown],[{'I / 1': 3}]
59963305,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Mackinac_McAlpinePond_GROW_009.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Mackinac_McAlpinePond_GROW_010.jpg,T7,Second row age group [Dropdown],[{'III / 3': 3}]
59963306,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Mackinac_McAlpinePond_GROW_056.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Mackinac_McAlpinePond_GROW_057.jpg,T1,First row age group [Dropdown],[{'I / 1': 3}]
59963306,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Mackinac_McAlpinePond_GROW_056.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Mackinac_McAlpinePond_GROW_057.jpg,T7,Second row age group [Dropdown],[{'II / 2': 3}]
59963306,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Mackinac_McAlpinePond_GROW_056.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Mackinac_McAlpinePond_GROW_057.jpg,T13,Third row age group [Dropdown],[{'III / 3': 3}]
59963306,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Mackinac_McAlpinePond_GROW_056.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Mackinac_McAlpinePond_GROW_057.jpg,T19,Fourth row age group [Dropdown],[{'IV / 4': 3}]
59963313,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Mackinac_Millecoquin_GROW_020.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Mackinac_Millecoquin_GROW_021.jpg,T1,First row age group [Dropdown],[{'I / 1': 3}]
59963313,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Mackinac_Millecoquin_GROW_020.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Mackinac_Millecoquin_GROW_021.jpg,T7,Second row age group [Dropdown],[{'II / 2': 3}]
59963313,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Mackinac_Millecoquin_GROW_020.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Mackinac_Millecoquin_GROW_021.jpg,T13,Third row age group [Dropdown],[{'III / 3': 3}]
59963315,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Mackinac_Millecoquin_GROW_022.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Mackinac_Millecoquin_GROW_023.jpg,T1,First row age group [Dropdown],[{'I / 1': 3}]
59963315,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Mackinac_Millecoquin_GROW_022.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Mackinac_Millecoquin_GROW_023.jpg,T7,Second row age group [Dropdown],[{'II / 2': 3}]
59963315,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Mackinac_Millecoquin_GROW_022.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Mackinac_Millecoquin_GROW_023.jpg,T13,Third row age group [Dropdown],[{'III / 3': 3}]
59963315,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Mackinac_Millecoquin_GROW_022.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Mackinac_Millecoquin_GROW_023.jpg,T19,Fourth row age group [Dropdown],[{'IV / 4': 3}]
59963323,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Mackinac_PointPatterson_GROW_001.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Mackinac_PointPatterson_GROW_002.jpg,T1,First row age group [Dropdown],[{'II / 2': 3}]
59963323,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Mackinac_PointPatterson_GROW_001.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Mackinac_PointPatterson_GROW_002.jpg,T7,Second row age group [Dropdown],[{'III / 3': 3}]
59963323,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Mackinac_PointPatterson_GROW_001.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Mackinac_PointPatterson_GROW_002.jpg,T13,Third row age group [Dropdown],[{'IV / 4': 1}]
59963356,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Marquette_Barnhardt_GROW_001.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Marquette_Barnhardt_GROW_002.jpg,T1,First row age group [Dropdown],[{'0 / 0': 3}]
59963356,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Marquette_Barnhardt_GROW_001.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Marquette_Barnhardt_GROW_002.jpg,T7,Second row age group [Dropdown],[{'I / 1': 3}]
59963410,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Marquette_Witch_GROW_071.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Marquette_Witch_GROW_072.jpg,T1,First row age group [Dropdown],[{'III / 3': 3}]
59963683,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/MONTMORENCY_MCCORMICK_GROW_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/MONTMORENCY_MCCORMICK_GROW_0001_2.jpeg,T1,First row age group [Dropdown],[{'II / 2': 3}]
59963688,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/MONTMORENCY_PUG_GROW_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/MONTMORENCY_PUG_GROW_0001_2.jpeg,T1,First row age group [Dropdown],[{'IV / 4': 3}]
59963690,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/MONTMORENCY_SAGE_GROW_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/MONTMORENCY_SAGE_GROW_0001_2.jpeg,T1,First row age group [Dropdown],[{'I / 1': 3}]
59963690,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/MONTMORENCY_SAGE_GROW_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/MONTMORENCY_SAGE_GROW_0001_2.jpeg,T7,Second row age group [Dropdown],[{'II / 2': 2}]
59963691,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/MONTMORENCY_SAGE_GROW_0002_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/MONTMORENCY_SAGE_GROW_0002_2.jpeg,T1,First row age group [Dropdown],[{'III / 3': 3}]
59963691,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/MONTMORENCY_SAGE_GROW_0002_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/MONTMORENCY_SAGE_GROW_0002_2.jpeg,T7,Second row age group [Dropdown],[{'IV / 4': 3}]
59963691,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/MONTMORENCY_SAGE_GROW_0002_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/MONTMORENCY_SAGE_GROW_0002_2.jpeg,T13,Third row age group [Dropdown],[{'III / 3': 1}]
59963691,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/MONTMORENCY_SAGE_GROW_0002_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/MONTMORENCY_SAGE_GROW_0002_2.jpeg,T19,Fourth row age group [Dropdown],[{'IV / 4': 1}]
59963692,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/MONTMORENCY_SAGE_GROW_0003_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/MONTMORENCY_SAGE_GROW_0003_2.jpeg,T1,First row age group [Dropdown],[{'I / 1': 3}]
59963692,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/MONTMORENCY_SAGE_GROW_0003_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/MONTMORENCY_SAGE_GROW_0003_2.jpeg,T7,Second row age group [Dropdown],[{'II / 2': 3}]
59963692,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/MONTMORENCY_SAGE_GROW_0003_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/MONTMORENCY_SAGE_GROW_0003_2.jpeg,T13,Third row age group [Dropdown],[{'III / 3': 3}]
59963693,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/MONTMORENCY_SAGE_GROW_0004_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/MONTMORENCY_SAGE_GROW_0004_2.jpeg,T1,First row age group [Dropdown],[{'III / 3': 3}]
59963694,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/MONTMORENCY_SAGE_GROW_0006_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/MONTMORENCY_SAGE_GROW_0006_2.jpeg,T1,First row age group [Dropdown],[{'I / 1': 3}]
59963696,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/MONTMORENCY_SAGEEAST_GROW_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/MONTMORENCY_SAGEEAST_GROW_0001_2.jpeg,T1,First row age group [Dropdown],[{'II / 2': 3}]
59963698,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/MONTMORENCY_SAGEEAST_GROW_0002_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/MONTMORENCY_SAGEEAST_GROW_0002_2.jpeg,T1,First row age group [Dropdown],[{'II / 2': 3}]
59963922,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/NEWAYGO_CRYSTAL_GROW_0005_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/NEWAYGO_CRYSTAL_GROW_0005_2.jpeg,T1,First row age group [Dropdown],[{'VI / 6': 3}]
59964499,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ONTONAGON_ROBBINS_GROW_0001_1.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ONTONAGON_ROBBINS_GROW_0001_2.jpg,T1,First row age group [Dropdown],[{'III / 3': 3}]
59964502,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ONTONAGON_COURTNEY_GROW_0001_1.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ONTONAGON_COURTNEY_GROW_0001_2.jpg,T1,First row age group [Dropdown],[{'II / 2': 3}]
59964573,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/OSCEOLA_TODD_GROW_0001_1.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/OSCEOLA_TODD_GROW_0001_2.jpg,T1,First row age group [Dropdown],"[{'V / 5': 1, 'IV / 4': 2}]"
