subject_id,gear_used_kind,gear_used_mesh,gear_used_length,gear,gear2,number,gear_mesh,mesh_units,gear_length,length_units,gear_effort,gear_effort_units,front,back,comments
58753115,"2 - 125feet x graded exp. gill net, 1 - 125feet x 1 0.25inches bar gill net.",NA,NA,gill,bar,1,1.25,inches,125,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Keweenaw_Gratiot_FISHc_046.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Keweenaw_Gratiot_FISHc_047.jpg,
58753117,"2 - 125 foot x graded exp. gill net, 1-125feet - 125 foot x 1 0.25inches inch bar gill net",NA,NA,gill,exp,2,,,125,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Keweenaw_Gratiot_FISHc_048.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Keweenaw_Gratiot_FISHc_049.jpg,
58753117,"2 - 125 foot x graded exp. gill net, 1-125feet - 125 foot x 1 0.25inches inch bar gill net",NA,NA,gill,bar,1,1.25,inches,125,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Keweenaw_Gratiot_FISHc_048.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Keweenaw_Gratiot_FISHc_049.jpg,
58753138,"2-125feet feet experimental gill nets, 1-1inches bar bar, 1-1.5 inch bar.",NA,"2 125 experimental gill nets, 1 inch bar, 1.5 inch bar",gill,experimental,2,,,125,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Keweenaw_LacLaBelle_FISHc_039.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Keweenaw_LacLaBelle_FISHc_040.jpg,
58753138,"2-125feet feet experimental gill nets, 1-1inches bar bar, 1-1.5 inch bar.",NA,"2 125 experimental gill nets, 1 inch bar, 1.5 inch bar",gill,bar,1,1.5,inches,,,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Keweenaw_LacLaBelle_FISHc_039.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Keweenaw_LacLaBelle_FISHc_040.jpg,
58753138,"2-125feet feet experimental gill nets, 1-1inches bar bar, 1-1.5 inch bar.",NA,"2 125 experimental gill nets, 1 inch bar, 1.5 inch bar",gill,bar,1,1,inches,,,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Keweenaw_LacLaBelle_FISHc_039.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Keweenaw_LacLaBelle_FISHc_040.jpg,
58753153,"2-linen, linen, 4 nylon gill nets",exp. & 1 - 1-1/8 bar,"5 - 125feet, 1 - 250feet",gill,exp,5,,,125,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Keweenaw_Manganese_FISHc_056.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Keweenaw_Manganese_FISHc_057.jpg,
58753153,"2-linen, linen, 4 nylon gill nets",exp. & 1 - 1-1/8 bar,"5 - 125feet, 1 - 250feet",gill,bar,1,1-.125,inches,250,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Keweenaw_Manganese_FISHc_056.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Keweenaw_Manganese_FISHc_057.jpg,
58753154,"2 - linen, 4 nylon gill nets",exp. & 1- 1-1/8inches bar,"5-125feet, 1-250",gill,exp,5,,,125,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Keweenaw_Manganese_FISHc_058.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Keweenaw_Manganese_FISHc_059.jpg,
58753154,"2 - linen, 4 nylon gill nets",exp. & 1- 1-1/8inches bar,"5-125feet, 1-250",gill,bar,1,1-.125,inches,250,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Keweenaw_Manganese_FISHc_058.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Keweenaw_Manganese_FISHc_059.jpg,
58753164,"2 - 2-125feet gill nets, (1-125feet x graded exp. , 1-125feet x 1inches bar.)",NA,125 feet,gill,exp,1,,,125,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Keweenaw_Manganese_FISHc_094.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Keweenaw_Manganese_FISHc_095.jpg,
58753164,"2 - 2-125feet gill nets, (1-125feet x graded exp. , 1-125feet x 1inches bar.)",NA,125 feet,gill,bar,1,1,inches,125,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Keweenaw_Manganese_FISHc_094.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Keweenaw_Manganese_FISHc_095.jpg,
58753167,gill nets,1.5inches inch bar experimental,125 feet,gill,experimental,1,,,125,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Keweenaw_Manganese_FISHc_090.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Keweenaw_Manganese_FISHc_091.jpg,
58753167,gill nets,1.5inches inch bar experimental,125 feet,gill,bar,2,1.5,inches,125,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Keweenaw_Manganese_FISHc_090.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Keweenaw_Manganese_FISHc_091.jpg,
58753186,"2 - linen, 4 nylon gill nets",exp. & 1- 1-1/8inches bar,"5-125feet, and 1-250",gill,exp,5,,,125,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Keweenaw_Manganese_FISHc_20191125121450972_0001.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Keweenaw_Manganese_FISHc_20191125121450972_0002.jpg,
58753186,"2 - linen, 4 nylon gill nets",exp. & 1- 1-1/8inches bar,"5-125feet, and 1-250",gill,bar,1,1-.125,inches,250,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Keweenaw_Manganese_FISHc_20191125121450972_0001.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Keweenaw_Manganese_FISHc_20191125121450972_0002.jpg,
58753189,"2-linen. - line, 4 nylon gill nets",exp. & 1 -1/8 bar,"5 - 125feet, 1 - 250feet",gill,exp,5,,,125,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Keweenaw_Manganese_FISHc_20191125121435168_0001.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Keweenaw_Manganese_FISHc_20191125121435168_0002.jpg,
58753189,"2-linen. - line, 4 nylon gill nets",exp. & 1 -1/8 bar,"5 - 125feet, 1 - 250feet",gill,bar,1,1-.125,inches,250,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Keweenaw_Manganese_FISHc_20191125121435168_0001.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Keweenaw_Manganese_FISHc_20191125121435168_0002.jpg,
58753200,2 2-nylon gill nets x 125feet,1 exp.; 1-1inches bar,250feet,gill,exp,1,,,125,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Keweenaw_Medora_FISHc_076.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Keweenaw_Medora_FISHc_077.jpg,
58753200,2 2-nylon gill nets x 125feet,1 exp.; 1-1inches bar,250feet,gill,bar,1,1,inches,250,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Keweenaw_Medora_FISHc_076.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Keweenaw_Medora_FISHc_077.jpg,
58753210,2 2-125feet nylon gill nets,"1 exp., 1-1inches bar",250feet,gill,exp,1,,,125,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Keweenaw_Medora_FISHc_098.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Keweenaw_Medora_FISHc_099.jpg,
58753210,2 2-125feet nylon gill nets,"1 exp., 1-1inches bar",250feet,gill,bar,1,1,inches,250,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Keweenaw_Medora_FISHc_098.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Keweenaw_Medora_FISHc_099.jpg,
58753223,"4 4-125feet gill nets (1-125feet x 125feet x 1.5inches bar,","graded experimental, 1.5 inch bar",3- 3-125feet graded experimental,gill,experimental,3,,,125,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Keweenaw_Medora_FISHc_118.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Keweenaw_Medora_FISHc_119.jpg,
58753223,"4 4-125feet gill nets (1-125feet x 125feet x 1.5inches bar,","graded experimental, 1.5 inch bar",3- 3-125feet graded experimental,gill,bar,1,1.5,inches,125,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Keweenaw_Medora_FISHc_118.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Keweenaw_Medora_FISHc_119.jpg,
58753284,2 exp. gill nets; 2- 2 inch bar mesh gill nets,see above.,125feet  each or 500feet ,gill,exp,2,,,125,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Lake_Foremans_FISHc_005.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Lake_Foremans_FISHc_006.jpg,
58753284,2 exp. gill nets; 2- 2 inch bar mesh gill nets,see above.,125feet  each or 500feet ,gill,bar,2,2,inches,125,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Lake_Foremans_FISHc_005.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Lake_Foremans_FISHc_006.jpg,
58753305,"one experimental gill net, one 2inches gill net length 250feet.",0.75inches - 2inches bar,250feet,gill,experimental,1,,,250,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Lake_McCarthy_FISHc_014.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Lake_McCarthy_FISHc_015.jpg,
58753305,"one experimental gill net, one 2inches gill net length 250feet.",0.75inches - 2inches bar,250feet,gill,bar,1,2,inches,250,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Lake_McCarthy_FISHc_014.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Lake_McCarthy_FISHc_015.jpg,
58753312,"exp. gill net, rod, d. c. shocker, see notes",NA,NA,gill,exp,1,,,,,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Lake_Olga_FISHc_012.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Lake_Olga_FISHc_013.jpg,
58753312,"exp. gill net, rod, d. c. shocker, see notes",NA,NA,shock,shocker,NA,,,,,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Lake_Olga_FISHc_012.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Lake_Olga_FISHc_013.jpg,
58753312,"exp. gill net, rod, d. c. shocker, see notes",NA,NA,rod,rod,NA,,,,,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Lake_Olga_FISHc_012.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Lake_Olga_FISHc_013.jpg,
58753330,gill nets,exp. (2 nets.) 2inches bar (2 nets.) nets).,4 nets each 125feet feet long,gill,exp,2,,,125,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Lake_Rainbow_FISHc_011.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Lake_Rainbow_FISHc_012.jpg,
58753330,gill nets,exp. (2 nets.) 2inches bar (2 nets.) nets).,4 nets each 125feet feet long,gill,bar,2,2,inches,125,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Lake_Rainbow_FISHc_011.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Lake_Rainbow_FISHc_012.jpg,
58753333,"hook and line - worms for gills, flat fishifor bass.",NA,NA,rod,hook,NA,,,,,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Lake_SaubleNo1_FISHc_017.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Lake_SaubleNo1_FISHc_018.jpg,
58753474,1 trap 1 fyke (1-night),NA,NA,fyke,fyke,1,,,,,1,nights,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Lapeer_Cedar_FISHc_015.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Lapeer_Cedar_FISHc_016.jpg,
58753474,1 trap 1 fyke (1-night),NA,NA,trap,trap,1,,,,,1,nights,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Lapeer_Cedar_FISHc_015.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Lapeer_Cedar_FISHc_016.jpg,
58753506,"2 fyke, 2 trap, and 2 gill nets",NA,NA,gill,gill,2,,,,,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Ottawa_Crockery_70-164_1977_FISHc_001_01.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Ottawa_Crockery_70-164_1977_FISHc_001_02.jpg,
58753506,"2 fyke, 2 trap, and 2 gill nets",NA,NA,fyke,fyke,2,,,,,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Ottawa_Crockery_70-164_1977_FISHc_001_01.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Ottawa_Crockery_70-164_1977_FISHc_001_02.jpg,
58753506,"2 fyke, 2 trap, and 2 gill nets",NA,NA,trap,trap,2,,,,,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Ottawa_Crockery_70-164_1977_FISHc_001_01.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Ottawa_Crockery_70-164_1977_FISHc_001_02.jpg,
58753508,230 ac shocking barge,NA,NA,shock,barge,NA,,,,,1,hours,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Ottawa_Crockery_70-164_1972_FISHc_001_01.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Ottawa_Crockery_70-164_1972_FISHc_001_02.jpg,
58753518,bag and common sense seine,0.25inches and common sense,125 and 20 feet,seine,bag,1,0.25,inches,125,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Ottawa_Fennessey_FISHc_50.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Ottawa_Jacobena_FISHc_1.jpeg,
58753518,bag and common sense seine,0.25inches and common sense,125 and 20 feet,seine,common,1,,,20,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Ottawa_Fennessey_FISHc_50.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Ottawa_Jacobena_FISHc_1.jpeg,
58753523,"1 trap net net, 1 gill net",exp.,NA,gill,exp,1,,,,,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Ottawa_Macatawa_FISHc_111.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Ottawa_Macatawa_FISHc_112.jpeg,
58753523,"1 trap net net, 1 gill net",exp.,NA,trap,trap,1,,,,,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Ottawa_Macatawa_FISHc_111.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Ottawa_Macatawa_FISHc_112.jpeg,
58753524,"1 gill net, 1 trap net",NA,NA,gill,gill,1,,,,,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Ottawa_Macatawa_FISHc_109.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Ottawa_Macatawa_FISHc_110.jpeg,
58753524,"1 gill net, 1 trap net",NA,NA,trap,trap,1,,,,,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Ottawa_Macatawa_FISHc_109.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Ottawa_Macatawa_FISHc_110.jpeg,
58753525,"6 trap nets, 6 gill nets",NA,NA,gill,gill,6,,,,,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Ottawa_Macatawa_FISHc_105.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Ottawa_Macatawa_FISHc_106.jpeg,
58753525,"6 trap nets, 6 gill nets",NA,NA,trap,trap,6,,,,,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Ottawa_Macatawa_FISHc_105.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Ottawa_Macatawa_FISHc_106.jpeg,
58753527,"1 trap net, 1 gill net",exp.,NA,gill,exp,1,,,,,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Ottawa_Macatawa_FISHc_113.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Ottawa_Macatawa_FISHc_114.jpeg,
58753527,"1 trap net, 1 gill net",exp.,NA,trap,trap,1,,,,,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Ottawa_Macatawa_FISHc_113.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Ottawa_Macatawa_FISHc_114.jpeg,
58753528,"1 trap net, 1 gill net",NA,NA,gill,gill,1,,,,,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Ottawa_Macatawa_FISHc_115.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Ottawa_Macatawa_FISHc_116.jpeg,
58753528,"1 trap net, 1 gill net",NA,NA,trap,trap,1,,,,,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Ottawa_Macatawa_FISHc_115.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Ottawa_Macatawa_FISHc_116.jpeg,
58753529,"1 trap net, 1 gill net",NA,NA,gill,gill,1,,,,,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Ottawa_Macatawa_FISHc_119.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Ottawa_Macatawa_FISHc_120.jpeg,
58753529,"1 trap net, 1 gill net",NA,NA,trap,trap,1,,,,,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Ottawa_Macatawa_FISHc_119.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Ottawa_Macatawa_FISHc_120.jpeg,
58753533,"1 trap net, 1 gill net",NA,NA,gill,gill,1,,,,,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Ottawa_Macatawa_FISHc_123.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Ottawa_Macatawa_FISHc_124.jpeg,
58753533,"1 trap net, 1 gill net",NA,NA,trap,trap,1,,,,,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Ottawa_Macatawa_FISHc_123.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Ottawa_Macatawa_FISHc_124.jpeg,
58753539,1 experimental gill net 1 trap net - 24 hour set,NA,NA,gill,experimental,1,,,,,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Ottawa_Macatawa_FISHc_162.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Ottawa_Macatawa_FISHc_163.jpeg,
58753539,1 experimental gill net 1 trap net - 24 hour set,NA,NA,trap,trap,1,,,,,24,hours,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Ottawa_Macatawa_FISHc_162.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Ottawa_Macatawa_FISHc_163.jpeg,
58753545,1 - experimental gill net 1 - fyke net - 24 hour set,NA,NA,gill,experimental,1,,,,,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Ottawa_Macatawa_FISHc_176.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Ottawa_Macatawa_FISHc_177.jpeg,
58753545,1 - experimental gill net 1 - fyke net - 24 hour set,NA,NA,fyke,fyke,1,,,,,24,hours,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Ottawa_Macatawa_FISHc_176.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Ottawa_Macatawa_FISHc_177.jpeg,
58753546,1 - experimental gill net 1 trap net - 24 hour set,experimental,NA,gill,experimental,1,,,,,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Ottawa_Macatawa_FISHc_174.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Ottawa_Macatawa_FISHc_175.jpeg,
58753546,1 - experimental gill net 1 trap net - 24 hour set,experimental,NA,trap,trap,1,,,,,24,hours,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Ottawa_Macatawa_FISHc_174.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Ottawa_Macatawa_FISHc_175.jpeg,
58753547,"1 - experimental gill net [,] 1 - trap net - 24 hour set",NA,NA,gill,experimental,1,,,,,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Ottawa_Macatawa_FISHc_166.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Ottawa_Macatawa_FISHc_173.jpeg,
58753547,"1 - experimental gill net [,] 1 - trap net - 24 hour set",NA,NA,trap,trap,1,,,,,24,hours,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Ottawa_Macatawa_FISHc_166.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Ottawa_Macatawa_FISHc_173.jpeg,
58753548,1 - experimental gill net 1 - fyke net - 24 hour set,NA,NA,gill,experimental,1,,,,,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Ottawa_Macatawa_FISHc_178.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Ottawa_Macatawa_FISHc_179.jpeg,
58753548,1 - experimental gill net 1 - fyke net - 24 hour set,NA,NA,fyke,fyke,1,,,,,24,hours,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Ottawa_Macatawa_FISHc_178.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Ottawa_Macatawa_FISHc_179.jpeg,
58753549,"1 - experimental gill net, 1 trap net - 24 hour set",NA,NA,gill,experimental,1,,,,,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Ottawa_Macatawa_FISHc_180.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Ottawa_Macatawa_FISHc_181.jpeg,
58753549,"1 - experimental gill net, 1 trap net - 24 hour set",NA,NA,trap,trap,1,,,,,24,hours,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Ottawa_Macatawa_FISHc_180.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Ottawa_Macatawa_FISHc_181.jpeg,
58753552,trap & gill net,exp. gill,NA,gill,exp,1,,,,,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Ottawa_Macatawa_FISHc_54.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Ottawa_Macatawa_FISHc_55.jpeg,
58753552,trap & gill net,exp. gill,NA,trap,trap,1,,,,,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Ottawa_Macatawa_FISHc_54.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Ottawa_Macatawa_FISHc_55.jpeg,
58753554,trap & exp. gill,exp.,NA,gill,exp,1,,,,,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Ottawa_Macatawa_FISHc_56.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Ottawa_Macatawa_FISHc_57.jpeg,
58753554,trap & exp. gill,exp.,NA,trap,trap,1,,,,,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Ottawa_Macatawa_FISHc_56.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Ottawa_Macatawa_FISHc_57.jpeg,
